customerID,p_oof,MonthlyCharges,Contract
8148-BPLZQ,0.19010071,49.8,Month-to-month
2623-DRYAM,0.32294655,101.75,One year
9987-LUTYD,0.062122926,55.15,One year
3208-YPIOE,0.31594607,75.25,Month-to-month
4488-KQFDT,0.34625867,103.95,One year
2612-RANWT,0.70597893,100.15,Month-to-month
5693-PIPCS,0.04718997,99.65,Two year
0491-KAPQG,0.4948849,73.7,Month-to-month
1925-LFCZZ,0.17138048,50.05,One year
8039-EQPIM,0.020460792,60.25,Two year
6900-PXRMS,0.5101136,105.75,Month-to-month
8707-RMEZH,0.0807498,87.3,One year
3346-BRMIS,0.4182323,48.35,Month-to-month
3209-ZPKFI,0.16875792,54.25,Month-to-month
6479-VDGRK,0.015337182,85.3,Two year
9373-WSLOY,0.20986609,50.0,Month-to-month
2933-FILNV,0.52309066,24.4,Month-to-month
3569-JFODW,0.014122321,90.95,Two year
9819-FBNSV,0.319643,72.25,Month-to-month
9544-PYPSJ,0.31140688,96.1,Month-to-month
1591-XWLGB,0.008628872,19.85,Two year
0396-UKGAI,0.12952371,55.3,Month-to-month
3243-ZHOHY,0.037532695,20.1,One year
5186-EJEGL,0.2052851,69.5,Month-to-month
7527-QNRUS,0.018145978,25.15,Two year
9986-BONCE,0.1495675,20.95,Month-to-month
2722-JMONI,0.67370206,49.55,Month-to-month
2203-GHNWN,0.38776812,79.65,Month-to-month
3878-AVSOQ,0.8678031,71.25,Month-to-month
3258-SYSWS,0.076984994,113.8,Two year
5296-PSYVW,0.027416555,24.55,Two year
6319-QSUSR,0.11279052,19.7,Month-to-month
4083-EUGRJ,0.104083374,20.25,Month-to-month
7579-OOPEC,0.47996894,50.15,Month-to-month
0512-FLFDW,0.24307157,100.5,One year
1771-OADNZ,0.600332,95.9,Month-to-month
0487-CRLZF,0.027000977,74.45,Two year
2107-FBPTK,0.6322656,104.1,Month-to-month
9451-WLYRI,0.025428915,19.05,One year
8219-VYBVI,0.01179531,25.0,Two year
1991-VOPLL,0.099643186,19.05,Month-to-month
9738-QLWTP,0.09129942,81.9,One year
1016-DJTSV,0.638967,69.7,Month-to-month
9419-IPPBE,0.22048628,90.15,One year
0174-QRVVY,0.01035214,25.35,Two year
5699-BNCAS,0.018901477,24.65,Two year
2900-PHPLN,0.012628035,19.55,Two year
0612-RTZZA,0.63547325,25.25,Month-to-month
8106-GWQOK,0.02618104,60.0,Two year
8751-EDEKA,0.26137865,89.9,Month-to-month
6878-GGDWG,0.05924094,19.4,Month-to-month
4039-PIMHX,0.033822797,49.8,Two year
8450-LUGUK,0.016713956,24.1,Two year
3604-WLABM,0.21478212,54.25,Month-to-month
0795-GMVQO,0.16420366,109.9,One year
2259-OUUSZ,0.15835983,35.5,One year
1142-IHLOO,0.16815372,87.55,One year
6410-LEFEN,0.20269662,45.15,Month-to-month
4633-MKHYU,0.6058869,88.4,Month-to-month
6257-RJOHI,0.32469326,50.8,Month-to-month
1545-JFUML,0.09391794,99.0,Two year
3194-ORPIK,0.3030981,84.4,Month-to-month
7826-VVKWT,0.27216342,96.55,Two year
1353-GHZOS,0.06979929,59.75,One year
2587-EKXTS,0.4202169,111.5,Month-to-month
5442-BXVND,0.08107998,24.25,Month-to-month
8816-VXNZD,0.857462,75.1,Month-to-month
9378-FXTIZ,0.12803867,70.15,One year
1723-HKXJQ,0.5249893,101.75,Month-to-month
7825-GKXMW,0.53249764,45.8,Month-to-month
9753-OYLBX,0.34645376,20.5,Month-to-month
2364-UFROM,0.066216715,70.4,One year
6656-JWRQX,0.5128386,30.55,Month-to-month
6473-ULUHT,0.18808824,84.9,Month-to-month
1240-KNSEZ,0.36869204,20.1,Month-to-month
0836-SEYLU,0.25304726,40.65,Month-to-month
4433-JCGCG,0.5555777,101.0,Month-to-month
3716-BDVDB,0.7992986,69.1,Month-to-month
7688-AWMDX,0.015366496,54.5,Two year
2842-BCQGE,0.35692444,75.35,Month-to-month
7244-QWYHG,0.0601674,44.45,One year
5899-MQZZL,0.5074335,75.0,Month-to-month
6849-OYAMU,0.13932708,100.0,One year
5312-UXESG,0.39685336,98.05,Month-to-month
9488-HGMJH,0.8167503,71.15,Month-to-month
6038-GCYEC,0.23298863,54.15,Month-to-month
2150-WLKUW,0.07751709,63.9,One year
7159-FVYPK,0.3715251,69.15,Month-to-month
7032-LMBHI,0.06397102,64.65,One year
1150-WFARN,0.07319978,108.75,Two year
6088-BXMRG,0.587925,98.85,Month-to-month
3144-AUDBS,0.35718146,49.15,Month-to-month
4821-SJHJV,0.33672094,89.6,Month-to-month
7346-MEDWM,0.34589103,83.25,Month-to-month
1137-DGOWI,0.08637992,70.25,One year
5616-PRTNT,0.107392624,19.4,Month-to-month
3812-LRZIR,0.029249951,24.5,Two year
4818-QIUFN,0.5324288,79.15,Month-to-month
9483-GCPWE,0.04308421,20.1,One year
4227-OJHAL,0.049048696,73.0,One year
9220-CXRSC,0.012909161,61.4,Two year
4993-JCRGJ,0.32859436,84.3,Month-to-month
9537-JALFH,0.00862,19.9,Two year
6698-OXETB,0.018818906,20.4,Two year
2103-ZRXFN,0.549497,50.75,Month-to-month
3724-BSCVH,0.039340205,20.45,One year
4877-TSOFF,0.05664808,75.75,One year
9209-NWPGU,0.06974693,65.4,One year
6961-VCPMC,0.39167827,80.4,Month-to-month
7306-YDSOI,0.012935405,59.75,Two year
5288-AHOUP,0.6467559,78.5,Month-to-month
6688-UZPWD,0.7812485,102.0,Month-to-month
0655-YDGFJ,0.11057536,48.95,Month-to-month
8468-EHYJA,0.4200285,99.65,Month-to-month
6823-SIDFQ,0.02334642,18.25,One year
1097-FSPVW,0.13203791,54.55,Month-to-month
2839-RFSQE,0.270982,20.65,Month-to-month
8328-SKJNO,0.060233314,40.65,One year
7010-ZMVBF,0.057953823,20.45,Month-to-month
5201-CBWYG,0.02487241,24.8,One year
0968-GSIKN,0.7056845,70.8,Month-to-month
1965-DDBWU,0.43780234,89.05,Month-to-month
9057-SIHCH,0.8104619,96.6,Month-to-month
6352-GIGGQ,0.0631819,88.8,One year
3635-QQRQD,0.012163374,20.05,Two year
6771-XWBDM,0.43150753,104.5,Month-to-month
2897-DOVND,0.7301504,69.8,Month-to-month
3082-YVEKW,0.027567655,77.15,Two year
0191-EQUUH,0.021702029,35.05,Two year
7134-HBPBS,0.08976801,108.1,Two year
3489-HHPFY,0.827835,84.05,Month-to-month
2926-JEJJC,0.061524965,20.2,One year
8601-QACRS,0.36355302,50.6,Month-to-month
4950-BDEUX,0.21443333,49.2,Month-to-month
5789-LDFXO,0.044972453,24.6,One year
0508-OOLTO,0.6460901,71.65,Month-to-month
2984-TBYKU,0.059294123,104.9,Two year
9822-WMWVG,0.3600479,106.5,Month-to-month
2391-SOORI,0.27397305,49.35,Month-to-month
9040-KZVWO,0.11506023,75.5,One year
2645-QTLMB,0.7216959,94.25,Month-to-month
4806-HIPDW,0.8339487,68.95,Month-to-month
1548-ARAGG,0.37429643,58.5,Month-to-month
6339-RZCBJ,0.02277283,78.9,Two year
4424-TKOPW,0.8231437,93.85,Month-to-month
4415-WNGVR,0.22757712,79.2,One year
2522-AHJXR,0.3327604,109.45,Month-to-month
0412-UCCNP,0.06243751,59.2,Two year
1816-FLZDK,0.4197901,29.15,Month-to-month
7096-UCLNH,0.3057714,20.05,Month-to-month
8443-ZRDBZ,0.6884223,76.05,Month-to-month
9136-ALYBR,0.5335953,24.45,Month-to-month
4615-PIVVU,0.026817001,66.5,Two year
8885-QSQBX,0.40550113,49.55,Month-to-month
7479-NITWS,0.6298233,89.35,Month-to-month
8617-ENBDS,0.54651695,73.6,Month-to-month
9385-NXKDA,0.024074808,82.65,Two year
0430-IHCDJ,0.29942355,49.0,Month-to-month
2959-MJHIC,0.69096005,80.35,Month-to-month
6674-KVJHG,0.06236001,25.2,One year
1814-DKOLC,0.14258583,25.45,Month-to-month
4201-JMNGR,0.6761163,55.8,Month-to-month
9351-HXDMR,0.049744587,110.9,Two year
3537-HPKQT,0.26839918,77.75,Month-to-month
2129-ALKBS,0.13452177,26.2,Month-to-month
5821-MMEIL,0.012792626,19.9,Two year
5960-WPXQM,0.8389312,79.05,Month-to-month
0684-AOSIH,0.7819562,95.0,Month-to-month
8260-NGFNY,0.42542964,25.2,Month-to-month
1309-XGFSN,0.17215446,80.85,One year
1866-RZZQS,0.52894735,98.4,Month-to-month
6968-URWQU,0.08434126,56.35,One year
4742-TXUEX,0.015354726,19.3,Two year
9631-XEYKE,0.43075478,50.4,Month-to-month
8631-NBHFZ,0.01967507,79.4,Two year
1335-MXCSE,0.029781582,55.25,Two year
8873-TMKGR,0.025183255,19.1,One year
8800-JOOCF,0.6872257,84.05,Month-to-month
1469-LBJQJ,0.40085778,105.2,Month-to-month
4958-XCBDQ,0.5857108,101.4,Month-to-month
8337-UPOAQ,0.7364758,89.8,Month-to-month
0064-YIJGF,0.32835552,75.75,Month-to-month
2386-OWURY,0.41763923,95.3,Month-to-month
1725-IQNIY,0.07762524,109.75,Two year
0310-VQXAM,0.12702513,19.85,Month-to-month
6598-RFFVI,0.089612335,19.3,One year
3453-RTHJQ,0.61733395,69.1,Month-to-month
6712-OAWRH,0.559406,91.25,Month-to-month
6278-FEPBZ,0.104083374,20.25,Month-to-month
4280-DLSHD,0.233443,54.75,Month-to-month
1508-DFXCU,0.6131676,81.45,Month-to-month
8614-VGMMV,0.29942355,49.1,Month-to-month
7868-BGSZA,0.14221932,80.2,One year
2800-QQUSO,0.51419365,100.3,Month-to-month
2930-UOTMB,0.10797071,65.25,Month-to-month
7973-DZRKH,0.021949144,90.95,Two year
5914-DVBWJ,0.51853245,85.45,Month-to-month
7698-YFGEZ,0.33977962,20.0,Month-to-month
2533-QVMSK,0.074456505,94.1,Two year
9773-PEQBZ,0.5322048,79.85,Month-to-month
8644-XLFBW,0.80506444,71.65,Month-to-month
0650-BWOZN,0.556922,73.55,Month-to-month
8625-AZYZY,0.5998627,104.65,Month-to-month
7785-RDVIG,0.1924252,19.3,Month-to-month
9602-WCXPI,0.028351119,20.15,One year
2903-YYTBW,0.60538995,44.55,Month-to-month
3620-MWJNE,0.5169347,54.45,Month-to-month
8573-JGCZW,0.042024393,19.65,One year
6837-HAEVO,0.14900748,105.0,Two year
6701-YVNQG,0.01787872,88.7,Two year
9306-CPCBC,0.7368202,74.25,Month-to-month
4304-XUMGI,0.035122354,75.15,Two year
9504-YAZWB,0.0134610925,20.25,Two year
8819-ZBYNA,0.10199224,109.1,Two year
6174-NRBTZ,0.096057616,30.75,One year
9481-IEBZY,0.29881114,112.9,Month-to-month
1833-VGRUM,0.84647286,74.2,Month-to-month
6137-NICCO,0.65534943,94.05,Month-to-month
9065-ZCPQX,0.01579888,78.85,Two year
6402-EJMWF,0.33724406,55.3,Month-to-month
3620-EHIMZ,0.014865905,19.35,Two year
3213-VVOLG,0.047756065,25.35,Two year
6870-ECSHE,0.107689,20.45,One year
8747-UDCOI,0.012246062,19.35,Two year
8374-XGEJJ,0.5465426,101.0,Month-to-month
2656-TABEH,0.84776384,100.2,Month-to-month
6946-LMSQS,0.2866027,89.05,One year
4626-OZDTJ,0.09451752,78.65,One year
9169-BSVIN,0.25128213,74.75,Month-to-month
2325-ZUSFD,0.06973737,70.1,One year
8194-PEEBY,0.028095236,19.9,One year
6872-HXFNF,0.042752776,58.35,One year
3932-CMDTD,0.55629426,105.65,One year
7714-YXSMB,0.531682,100.5,Month-to-month
8387-UGUSU,0.090146065,20.05,Month-to-month
1080-BWSYE,0.015878366,25.65,Two year
4039-HEUNW,0.5066585,96.5,Month-to-month
1194-HVAIF,0.41499525,95.0,Month-to-month
0812-WUPTB,0.7060342,70.85,Month-to-month
3594-UVONA,0.10136473,85.95,One year
0004-TLHLJ,0.6340344,73.9,Month-to-month
1767-TGTKO,0.3588581,45.45,Month-to-month
8439-LTUGF,0.13388468,20.0,Month-to-month
8805-JNRAZ,0.36320817,49.2,Month-to-month
5089-IFSDP,0.10923655,109.45,Two year
6418-HNFED,0.018803652,83.25,Two year
0206-OYVOC,0.013515424,19.25,Two year
7291-CDTMJ,0.43311945,19.65,Month-to-month
7128-GGCNO,0.23764837,72.8,Month-to-month
0237-YFUTL,0.3061474,109.65,Month-to-month
7691-KGKGP,0.12165948,65.0,Month-to-month
6710-HSJRD,0.41286567,114.1,Month-to-month
3675-EQOZA,0.1366783,20.65,Month-to-month
0840-DCNZE,0.084038414,86.95,One year
1732-FEKLD,0.14072774,94.75,One year
9862-KJTYK,0.17080767,25.35,Month-to-month
0479-HMSWA,0.18157727,105.45,Two year
5854-KSRBJ,0.009961198,25.4,Two year
0365-BZUWY,0.65178275,102.55,Month-to-month
4817-VYYWS,0.6211095,100.2,Month-to-month
5701-SVCWR,0.3038214,24.0,Month-to-month
3129-AAQOU,0.014676164,25.6,Two year
4922-CVPDX,0.032408014,73.5,Two year
1396-QWFBJ,0.30111054,74.05,Month-to-month
1357-BIJKI,0.27967075,98.25,One year
1099-BTKWT,0.09289081,54.4,One year
5299-SJCZT,0.7909703,101.55,Month-to-month
2018-PZKMU,0.6316817,103.1,Month-to-month
7340-KEFQE,0.017942106,34.2,Two year
4570-QHXHL,0.33878407,43.75,Month-to-month
2403-BCASL,0.29977855,111.95,One year
7392-YYPYJ,0.6336783,100.65,Month-to-month
2898-LSJGD,0.16537961,55.95,One year
2223-GDSHL,0.043624,116.05,Two year
7359-PTSXY,0.52388203,45.75,Month-to-month
9470-RTWDV,0.10450478,82.0,One year
2176-OSJUV,0.014452369,65.15,Two year
9348-YVOMK,0.40669116,44.8,Month-to-month
8104-OSKWT,0.5494977,79.8,Month-to-month
4521-YEEHE,0.516318,88.85,Month-to-month
4090-KPJIP,0.7253324,74.95,Month-to-month
3786-WOVKF,0.15800484,106.85,One year
4503-BDXBD,0.47326472,74.95,Month-to-month
6086-ESGRL,0.73908335,80.15,Month-to-month
2592-HODOV,0.045521457,19.3,One year
3886-CERTZ,0.20226032,109.25,One year
7995-ZHHNZ,0.059459195,56.1,One year
3824-RHKVR,0.090308525,19.7,Month-to-month
5816-SCGFC,0.2611551,51.3,Month-to-month
5989-AXPUC,0.05045483,118.6,Two year
4979-HPRFL,0.0127073,24.15,Two year
8590-OHDIW,0.019950664,20.3,One year
8015-IHCGW,0.06890975,115.5,Two year
2332-TODQS,0.034164745,25.05,One year
9278-VZKCD,0.37913194,109.1,Month-to-month
8008-OTEZX,0.028144326,19.65,One year
2773-OVBPK,0.07979875,111.3,Two year
5999-LCXAO,0.48839846,29.9,Month-to-month
5206-XZZQI,0.22155099,80.6,Month-to-month
4803-LBYPN,0.06205495,20.8,Month-to-month
5759-RCVCB,0.49162385,35.2,Month-to-month
6372-RFVNS,0.83165306,78.8,Month-to-month
2139-FQHLM,0.26127326,89.95,Month-to-month
8261-GWDBQ,0.122581385,116.05,Two year
1093-YSWCA,0.017429234,19.55,Two year
8938-UMKPI,0.5011603,106.4,Month-to-month
0991-BRRFB,0.14721985,49.4,Month-to-month
3882-IYOIJ,0.066087656,115.25,Two year
8749-TZYEC,0.008939641,24.8,Two year
1755-FZQEC,0.023507401,19.9,One year
3115-JPJDD,0.06654842,81.25,One year
5600-KTXFM,0.5078594,69.95,Month-to-month
3871-IKPYH,0.76720506,69.1,Month-to-month
6319-IEJWJ,0.5189012,90.2,Month-to-month
9025-AOMKI,0.6895933,93.55,Month-to-month
6339-TBELP,0.021662619,86.4,Two year
7964-YESJC,0.09602106,66.3,Month-to-month
6173-GOLSU,0.35008168,94.65,Month-to-month
5275-SQEIZ,0.72916794,80.85,Month-to-month
7716-YTYHG,0.16694897,82.05,One year
9938-ZREHM,0.075726144,72.1,One year
7950-XWOVN,0.18755975,34.7,Month-to-month
4390-KYULV,0.16951084,20.55,Month-to-month
4647-MUZON,0.47586462,95.95,Month-to-month
9702-AIUJO,0.07741289,44.8,One year
8849-PRIQJ,0.17672074,109.4,One year
8851-RAGOV,0.12303426,71.05,Month-to-month
1304-NECVQ,0.7880763,78.55,Month-to-month
5396-IZEPB,0.1014579,19.7,Month-to-month
1729-VLAZJ,0.06909561,40.25,One year
8285-ABVLB,0.008713546,19.85,Two year
0701-TJSEF,0.17462648,68.25,Month-to-month
5712-VBOXD,0.18263473,20.15,Month-to-month
6629-LADHQ,0.27321053,50.95,Month-to-month
8945-GRKHX,0.83562744,78.65,Month-to-month
1559-DTODC,0.22994956,25.15,Month-to-month
4797-MIWUM,0.11828757,20.25,Month-to-month
6959-UWKHF,0.6701724,42.9,Month-to-month
8720-RQSBJ,0.6430756,44.0,Month-to-month
4537-CIBHB,0.055107933,20.25,One year
3815-SLMEF,0.2863045,34.25,Month-to-month
5154-VEKBL,0.22995682,58.5,Month-to-month
4324-AHJKS,0.22437097,55.8,Month-to-month
4355-CVPVS,0.13300745,88.9,One year
4495-LHSSK,0.1433112,57.65,Month-to-month
5655-JSMZM,0.5770491,96.2,Month-to-month
5915-ANOEI,0.01694434,79.15,Two year
9861-PDSZP,0.10516505,108.05,Two year
4505-EXZHB,0.5099723,74.4,Month-to-month
7225-CBZPL,0.6972447,94.8,Month-to-month
6704-UTUKK,0.34963772,45.9,Month-to-month
4587-VVTOX,0.8260582,105.3,Month-to-month
2019-HDCZY,0.14284661,102.6,Two year
4652-NNHNY,0.3736269,73.85,Month-to-month
8788-DOXSU,0.09195718,61.35,One year
7404-JLKQG,0.53246266,57.55,Month-to-month
7421-ZLUPA,0.33365366,29.25,Month-to-month
8972-HJWNV,0.7371618,84.55,Month-to-month
3274-NSDWE,0.01060369,19.6,Two year
2632-IVXVF,0.07125779,111.75,Two year
3692-JHONH,0.37004727,106.5,One year
8915-NNTRC,0.05793235,107.7,Two year
5914-GXMDA,0.027958844,19.3,One year
7463-IFMQU,0.009833332,20.05,Two year
2920-RNCEZ,0.76931214,69.95,Month-to-month
2541-YGPKE,0.08024483,63.7,One year
8515-OCTJS,0.012629544,24.75,Two year
5382-TEMLV,0.133846,50.9,Month-to-month
3441-CGZJH,0.109847926,60.4,One year
9592-ERDKV,0.0864093,79.25,One year
2860-RANUS,0.5193946,85.8,Month-to-month
5261-QSHQM,0.6163248,24.45,Month-to-month
4778-IZARL,0.06215158,110.1,Two year
0432-CAJZV,0.6395191,90.7,Month-to-month
7008-LZVOZ,0.012745872,25.3,Two year
8868-WOZGU,0.6260232,105.7,Month-to-month
1200-TUZHR,0.6919072,85.2,Month-to-month
9365-CSLBQ,0.008682217,24.35,Two year
1334-FJSVR,0.69829166,24.25,Month-to-month
5884-FBCTL,0.009845365,25.1,Two year
7130-CTCUS,0.20855698,54.55,Month-to-month
6242-FEGFD,0.03700035,96.6,Two year
7625-XCQRH,0.62075865,76.5,Month-to-month
6194-HBGQN,0.05500187,81.15,One year
7634-WSWDB,0.3464559,38.5,Month-to-month
6986-IXNDM,0.6507277,92.9,Month-to-month
1731-TVIUK,0.72832924,93.5,Month-to-month
2987-BJXIK,0.020729717,84.7,Two year
9769-TSBZE,0.029192243,66.0,Two year
0406-BPDVR,0.2646148,101.5,One year
0618-XWMSS,0.22694628,74.9,Month-to-month
1395-WSWXR,0.0127023235,20.75,Two year
6023-GSSXW,0.023664929,61.45,Two year
6752-APNJL,0.09088137,54.5,Month-to-month
5276-KQWHG,0.70831066,69.6,Month-to-month
0420-HLGXF,0.57286125,99.75,Month-to-month
7446-KQISO,0.1526957,109.75,Two year
9823-EALYC,0.016525177,80.85,Two year
0582-AVCLN,0.010002403,20.3,Two year
5803-NQJZO,0.015869746,67.8,Two year
2565-JSLRY,0.28551146,24.05,Month-to-month
2607-DHDAK,0.011163204,19.8,Two year
1073-XXCZD,0.016690517,25.7,Two year
0743-HRVFF,0.15602243,56.15,One year
4006-HKYHO,0.015475826,86.7,Two year
3727-JEZTU,0.34645376,20.4,Month-to-month
8143-ETQTI,0.017025834,19.65,Two year
6689-KXGBO,0.55053365,50.55,Month-to-month
9667-TKTVZ,0.488575,54.35,Month-to-month
3657-COGMW,0.36943105,108.1,Month-to-month
8570-KLJYJ,0.04431231,54.45,One year
7754-IXRMC,0.51710546,45.35,Month-to-month
9473-CBZOP,0.04875397,59.0,One year
2969-WGHQO,0.09669946,69.45,One year
6615-NGGZJ,0.7137394,100.55,Month-to-month
4334-HOWRP,0.04595889,64.95,Two year
4255-DDUOU,0.36771536,20.5,Month-to-month
5863-OOKCL,0.131778,18.85,Month-to-month
1686-STUHN,0.032220654,19.8,One year
1329-VHWNP,0.32549167,25.05,Month-to-month
2984-MIIZL,0.52983236,74.8,Month-to-month
0266-GMEAO,0.052760743,114.3,Two year
5590-YRFJT,0.26097065,24.45,Month-to-month
5574-NXZIU,0.08536693,109.2,Two year
0019-GFNTW,0.02308209,45.05,Two year
4256-ZWTZI,0.29254997,51.0,Month-to-month
8309-PPCED,0.06059607,110.45,Two year
4098-NAUKP,0.2894074,84.65,Month-to-month
5196-WPYOW,0.0294644,60.05,One year
4608-LCIMN,0.15441702,44.65,Month-to-month
1485-YDHMM,0.23173657,93.25,Month-to-month
4054-CUMIA,0.09152842,20.25,Month-to-month
0603-TPMIB,0.010228389,25.45,Two year
2525-GVKQU,0.011478396,20.6,Two year
8161-QYMTT,0.7750543,94.1,Month-to-month
9581-GVBXT,0.05372129,34.8,One year
5862-BRIXZ,0.0327736,60.75,Two year
5404-GGUKR,0.35921225,51.35,Month-to-month
3308-JSGML,0.046059612,64.05,Two year
2126-GSEGL,0.022660248,84.8,Two year
3677-TNKIO,0.40356237,71.0,Month-to-month
0440-QEXBZ,0.17672831,50.15,Month-to-month
2434-EEVDB,0.08312753,94.6,Two year
6762-QVYJO,0.021296434,59.75,Two year
6199-IWKGC,0.32915744,100.25,One year
2675-DHUTR,0.52391833,98.9,Month-to-month
8152-VETUR,0.06787639,97.7,Two year
9667-EQRXU,0.33771977,40.3,Month-to-month
7446-YPODE,0.19493829,60.25,Month-to-month
9522-BNTHX,0.3875843,56.25,Month-to-month
4676-WLUHT,0.034638144,46.2,Two year
3329-WDIOK,0.6276934,50.6,Month-to-month
7980-MHFLQ,0.007977358,24.9,Two year
2873-ZLIWT,0.3160761,84.85,Month-to-month
3415-TAILE,0.4677306,65.7,Month-to-month
0757-WCUUZ,0.023715954,63.35,Two year
1629-DQQVB,0.15360247,50.1,Month-to-month
1915-IOFGU,0.7652719,70.5,Month-to-month
3045-XETSH,0.6748481,94.85,Month-to-month
0374-AACSZ,0.51661026,50.15,Month-to-month
7239-HZZCX,0.30595452,19.75,Month-to-month
4872-VXRIL,0.04823885,64.65,One year
9140-CZQZZ,0.019331936,79.6,Two year
3423-HHXAO,0.0421298,19.5,One year
9938-TKDGL,0.07280045,99.55,Two year
0531-ZZJWQ,0.42320612,74.0,Month-to-month
6537-QLGEX,0.31367216,38.9,Month-to-month
2688-BHGOG,0.6602261,79.55,Month-to-month
7683-CBDKJ,0.19912928,65.45,Month-to-month
0946-CLJTI,0.46386403,98.7,Month-to-month
3160-TYXLT,0.19659874,46.3,Month-to-month
1325-USMEC,0.054806817,99.35,Two year
0916-QOFDP,0.7299837,95.8,Month-to-month
0628-CNQRM,0.053082984,67.5,One year
5606-AMZBO,0.5174241,78.15,Month-to-month
6199-IPCAO,0.012750085,26.1,Two year
7665-TOALD,0.831179,69.6,Month-to-month
0112-QWPNC,0.07825827,84.35,One year
0324-BRPCJ,0.4015115,100.2,Month-to-month
2777-PHDEI,0.79662585,78.05,Month-to-month
5640-CAXOA,0.11389118,40.35,One year
2235-EZAIK,0.017839545,79.2,Two year
3847-BAERP,0.113296315,20.9,Month-to-month
1196-AMORA,0.59928346,73.6,Month-to-month
4282-YMKNA,0.62075865,74.75,Month-to-month
1453-RZFON,0.39351174,49.9,Month-to-month
8263-OKETD,0.17812778,68.9,Month-to-month
0670-KDOMA,0.36869204,20.25,Month-to-month
2476-YGEFM,0.3863992,76.0,Month-to-month
8687-BAFGU,0.7287298,74.0,Month-to-month
0641-EVBOJ,0.48966077,82.3,Month-to-month
0829-XXPLX,0.32372594,89.4,Month-to-month
9974-JFBHQ,0.31751454,99.15,Month-to-month
5356-RHIPP,0.35496908,20.2,Month-to-month
6624-JDRDS,0.28016374,29.45,Month-to-month
0608-JDVEC,0.029715393,19.8,Two year
9780-FKVVF,0.26379034,59.15,Month-to-month
1919-RTPQD,0.24706006,44.75,Month-to-month
5214-NLTIT,0.03212032,90.8,Two year
3345-PBBFH,0.24141619,49.55,Month-to-month
5055-BRMNE,0.06843756,106.7,Two year
9189-JWSHV,0.64600676,93.55,Month-to-month
2190-PHBHR,0.069239095,94.45,Two year
2650-GYRYL,0.041729163,19.45,One year
0746-JTRFU,0.69641626,25.05,Month-to-month
5208-FVQKB,0.016645672,67.95,Two year
7184-LRUUR,0.066825084,65.25,One year
6627-CFOSN,0.3123163,99.45,Month-to-month
3982-JGSFD,0.035046726,20.35,One year
1574-DYCWE,0.0112383915,19.95,Two year
7247-XOZPB,0.05313321,77.4,One year
2466-FCCPT,0.024790257,19.7,One year
6211-WWLTF,0.05773995,99.7,Two year
4826-TZEVA,0.25809702,74.8,Month-to-month
6016-NXBNJ,0.030643838,19.15,One year
9138-EFSMO,0.15368563,78.95,One year
0576-WNXXC,0.60965973,95.55,Month-to-month
4632-XJMEX,0.041645166,62.85,One year
8910-LEDAG,0.28259632,71.55,Month-to-month
3452-GWUIN,0.6384218,94.95,Month-to-month
2716-GFZOR,0.16767578,86.1,Month-to-month
3724-UCSHY,0.09875196,19.55,Month-to-month
8626-XHBIE,0.015367492,24.8,Two year
4628-CTTLA,0.2548385,39.3,Month-to-month
3192-LNKRK,0.4005759,84.05,Month-to-month
4439-YRNVD,0.24699377,36.25,Month-to-month
2876-VBBBL,0.35767758,20.25,Month-to-month
6834-NXDCA,0.3670938,23.9,Month-to-month
2208-UGTGR,0.38935173,98.6,Month-to-month
3005-TYFRD,0.42926103,103.65,Month-to-month
8670-MEFCP,0.05066228,92.9,Two year
3079-BCHLN,0.0284889,19.9,One year
7777-UNYHB,0.099473156,20.1,Month-to-month
5597-GLBUC,0.83162665,85.45,Month-to-month
7278-CKDNC,0.56415457,80.5,Month-to-month
2748-MYRVK,0.19772679,99.9,One year
8450-UYIBU,0.4276112,39.85,Month-to-month
2969-VAPYH,0.031004503,60.5,One year
4822-YCXMX,0.54234827,84.8,Month-to-month
7181-OQCUT,0.4280154,103.85,Month-to-month
8474-UMLNT,0.1390927,67.8,Month-to-month
9821-POOTN,0.45813543,75.2,Month-to-month
3836-FZSDJ,0.015878366,24.85,Two year
9142-XMYJH,0.07352528,19.35,Month-to-month
6559-ILWKJ,0.029044274,49.35,Two year
0187-QSXOE,0.73404807,89.0,Month-to-month
7733-UDMTP,0.34292114,55.0,Month-to-month
2649-HWLYB,0.019456524,76.15,Two year
5214-CHIWJ,0.022405477,20.3,One year
4229-CZMLL,0.6819136,74.9,Month-to-month
6904-JLBGY,0.04977142,117.35,Two year
2465-BLLEU,0.43164295,19.75,Month-to-month
1685-VAYJF,0.19166957,45.2,Month-to-month
8874-EJNSR,0.012757512,25.2,Two year
6917-YACBP,0.274672,89.75,Month-to-month
5049-MUBWG,0.07135317,75.0,One year
4223-WOZCM,0.5116451,49.95,Month-to-month
0769-MURVM,0.01988584,65.7,Two year
9253-VIFJQ,0.031188954,67.05,One year
7030-FZTFM,0.05590114,110.9,Two year
9741-YLNTD,0.5737554,87.95,Month-to-month
5917-RYRMG,0.038174413,19.8,One year
5120-ZBLAI,0.11468822,75.7,One year
1194-BHJYC,0.019881193,62.15,Two year
3663-MITLP,0.61524373,101.25,Month-to-month
0906-QVPMS,0.056273814,115.15,Two year
9025-ZRPVR,0.13989696,18.95,Month-to-month
1905-OEILC,0.34567857,19.5,Month-to-month
7858-GTZSP,0.7203066,86.55,Month-to-month
3285-UCQVC,0.11803923,28.6,Month-to-month
